id_review,caption,timestamp,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUMwbzdIWTJ3RRABGhZnWjhBbDZ3MTd3VjFwb0hQTW5CVlhB,El mejor museo donde se aprecia el trabajo el arte y la dedicación de uno de los carnavales más importantes,Hace 5 meses,2020-03-23 12:27:32.907415,5.0,Joao Pedro De Oliveira,4,0,https://www.google.com/maps/contrib/112990288717274177115?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMwdzQzTkVBEAEaFjRROFU5MkxQalZDdnozQWVjLXFIdnc,,Hace 5 meses,2020-03-23 12:27:32.908412,4.0,angel luis Requena,0,0,https://www.google.com/maps/contrib/101532665795189110104?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUMwdmZfZXZBRRABGhZtUFAwaGc4bkNhQk5CYThrUGQwakln,,Hace 5 meses,2020-03-23 12:27:32.909410,5.0,Jose Espinosa Fernandez,1,0,https://www.google.com/maps/contrib/102655645796912298858?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMwb2Jpa1JBEAEaFmRIbzdERHB5eFBZaVJOcmRVb3NSdnc,,Hace 5 meses,2020-03-23 12:27:32.910407,5.0,paula santos suarez,1,0,https://www.google.com/maps/contrib/105754259737090226167?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUMwN29XU2tnRRABGhZ5MkFJVlg1aTBvZ0FSdmhvZndVYktB,"Una pequeña muestra para comprender lo que significa el carnaval para la ciudad de Badajoz fiesta de interés turístico nacional y uno de los 3 mejores carnavales en España El museo intenta mostrar la historia ,cómo funcionan las agrupaciones murgas y comprasas y como se vive la fiesta más importante de la ciudad y una de las más multitudinarias de España Una fiesta que cuenta con uno de los desfiles carnavaleros más participativos del continente y 5 noches de música diversión que llenan la ciudad durante 24h de carnaval. Una pega es que el museo es pequeño y no puede reflejar toda la amplitud de lo que es el Carnaval de Badajoz pero puede ser una primera toma de contacto para visitarlo en otro momento,merece mucho la pena",Hace 5 meses,2020-03-23 12:27:32.911404,4.0,Jose Luis Torres,0,0,https://www.google.com/maps/contrib/107889677402921345083?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMweHB2Q0JBEAEaFm1SSXp4N01oQi1vMUxDREVjY0ZxNkE,,Hace 5 meses,2020-03-23 12:27:32.912402,2.0,ismael dominguez,3,0,https://www.google.com/maps/contrib/115860796289564307184?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMwa3QydlZ3EAEaFm1xdDVhS0V3S2FuQndBSEcwMjBkUWc,Pequeño pero merece la pena la visita si te gusta el carnaval.,Hace 6 meses,2020-03-23 12:27:32.913399,4.0,Jose Manuel Puyana Gonzalez,0,0,https://www.google.com/maps/contrib/108660227737890668937?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUMwd3Jyb3hnRRABGhZLTndLLTNFOC12NXRNSy1mQUpoSXBB,,Hace 6 meses,2020-03-23 12:27:32.913399,5.0,Adelaida Garcia Silva,0,0,https://www.google.com/maps/contrib/105853044878442696273?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMwalA3UURBEAEaFm1SWEdoQjU0MmhrYkh5TXlwQk5GVWc,,Hace 6 meses,2020-03-23 12:27:39.456841,5.0,Alexsandro Ramalho,4,0,https://www.google.com/maps/contrib/109511428775848395227?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUMwbElLVzVBRRABGhZfZmtTZ29vZzVnZWNvN1VHNmNSSUdn,,Hace 6 meses,2020-03-23 12:27:39.457833,3.0,Alba Lollipop,0,0,https://www.google.com/maps/contrib/111996088068630340436?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMwaExQUElBEAEaFmlqMXhoR0tvTmlaRFB1cjZxMW1nOHc,,Hace 6 meses,2020-03-23 12:27:39.458854,3.0,Vanesa Flores Valor,0,0,https://www.google.com/maps/contrib/101750280560749064183?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMwa0s3TFJnEAEaFkw5UXE4OEtNTlZvT1F0TEJHaThzWUE,,Hace 6 meses,2020-03-23 12:27:39.459828,5.0,Maria del Mar Méndez Hernández,0,0,https://www.google.com/maps/contrib/106435309889943924190?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVaDl6b3JnRRABGhZpZUFzX0Z6UVJzOFUyWjlXeDlhSS1B,Me encantó lo recomiendo,Hace 6 meses,2020-03-23 12:27:39.460825,5.0,isabel Blas gonzalez,0,0,https://www.google.com/maps/contrib/101802233520153564623?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVdGVDenJ3RRABGhZHOUFqblRwZmROeVpVcFlCS0tkWjBR,Un museo curioso. Si te pilla de camino en tu visita a Badajoz no dudes en entrar. Además es gratuito,Hace 6 meses,2020-03-23 12:27:39.461823,5.0,Raquel5t González,8,0,https://www.google.com/maps/contrib/107943150088963599416?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVeGM3bWlBRRABGhZhTGpBR0hzSndBb0ltd082bjl2RGRn,Tendría 5 estrellas si lo hicieran más grande y con más medios... porque se lo merecería. El carnaval forma parte de Badajoz y su gente.,Hace 6 meses,2020-03-23 12:27:39.462820,4.0,Gabriel de la Calle,0,0,https://www.google.com/maps/contrib/100216705820467849787?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURVb1lPeUx3EAEaFjY1RUFFZzJVN1YyRWRXaWN3a2l0d3c,,Hace 6 meses,2020-03-23 12:27:39.463817,5.0,Isabel Mendes Marques,3,0,https://www.google.com/maps/contrib/109929898198758429788?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVdnF1dTFRRRABGhY0OEk3cnI0Nldwd2RzZjltejR1Mm93,"Te gusta el carnaval? En este original museo encontrarás una original colección de trajes de carnaval...murgas, comparsas e incluso miniaturas!",Hace 6 meses,2020-03-23 12:27:39.464815,4.0,pablo sanchez del rio,0,0,https://www.google.com/maps/contrib/103815577147875151029?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURVcm9tak5REAEaFk9HZGJqN1hrbzVLZm4wYlhWVTRTWEE,,Hace 6 meses,2020-03-23 12:27:39.465812,4.0,Vera Martins Ragageles,2,0,https://www.google.com/maps/contrib/103646533643719019660?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVNXJfeHhBRRABGhY0QnpfdF9OZFdQTVBnQWNMaTJkZjVB,,Hace 7 meses,2020-03-23 12:27:46.025477,4.0,Pablo Palomo Rodriguez,0,0,https://www.google.com/maps/contrib/107942910674248558286?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVMm96bHR3RRABGhZTZ3VPOEFaZEhqeFA5dWZFY1R4SHRn,,Hace 7 meses,2020-03-23 12:27:46.026475,3.0,Ana Luna,0,0,https://www.google.com/maps/contrib/113564669267535038027?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURVMG91a09REAEaFmJhV3RuXzJKdTZUXzBDcHNCZ21JWVE,,Hace 7 meses,2020-03-23 12:27:46.027472,4.0,Peter AMP,0,0,https://www.google.com/maps/contrib/107493809292924371744?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURVN0x5SEVnEAEaFmFSaTA0aG54UzF2R2ItNlNHVlRsUmc,(Traducido por Google) Me gustó mucho es maravilloso  (Original) Gostei muito é maravilhoso,Hace 7 meses,2020-03-23 12:27:46.028469,5.0,Maria João Lopes,5,0,https://www.google.com/maps/contrib/112110156590317089390?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVMU5ta2dRRRABGhZHV1pqQnNlWWxBbndKbTdUaEl5NlZB,"Muy bien organizado, explica muy bien la evolución de la fiesta en Badajoz.",Hace 7 meses,2020-03-23 12:27:46.029467,4.0,Jesús Aranda Aranda,0,0,https://www.google.com/maps/contrib/112465557680508012490?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURVaUktaVB3EAEaFnhMSWF6bW5jZ3cxOW52N05VZXlqUUE,,Hace 7 meses,2020-03-23 12:27:46.030464,5.0,Nikita Escobar,0,0,https://www.google.com/maps/contrib/113109511554663109740?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVOEpqdHZRRRABGhZFQk8xYjlNM3FMY3IyYVpHN2NqcG1n,Buenas explicaciones de cómo son los carnavales,Hace 7 meses,2020-03-23 12:27:46.030464,5.0,Carlos Rodriguez,31,0,https://www.google.com/maps/contrib/102184456625769238836?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNVNzlpaFB3EAEaFmRSaHJXU09hMkFDd2VCcEFNamlfSEE,,Hace 7 meses,2020-03-23 12:27:46.031461,5.0,José Marín,0,0,https://www.google.com/maps/contrib/109559435560044482705?hl=es-ES
